Version,Platform,Released,VirusTotal
[`4.16.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.1),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.1/gha-utils-linux-x64.bin),2025-04-26,
[`4.16.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.1),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.1/gha-utils-macos-arm64.bin),2025-04-26,
[`4.16.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.1),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.1/gha-utils-macos-x64.bin),2025-04-26,
[`4.16.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.1),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.1/gha-utils-windows-arm64.exe),2025-04-26,
[`4.16.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.1),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.1/gha-utils-windows-x64.exe),2025-04-26,
[`4.16.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.0/gha-utils-linux-arm64.bin),2025-04-26,
[`4.16.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.0/gha-utils-linux-x64.bin),2025-04-26,
[`4.16.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.0/gha-utils-macos-arm64.bin),2025-04-26,
[`4.16.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.0/gha-utils-macos-x64.bin),2025-04-26,
[`4.16.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.16.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.16.0/gha-utils-windows-x64.exe),2025-04-26,
[`4.15.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.6),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.6/gha-utils-linux-arm64.bin),2025-04-20,
[`4.15.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.6),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.6/gha-utils-linux-x64.bin),2025-04-20,
[`4.15.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.6),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.6/gha-utils-macos-arm64.bin),2025-04-20,
[`4.15.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.6),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.6/gha-utils-macos-x64.bin),2025-04-20,
[`4.15.6` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.6),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.6/gha-utils-windows-x64.exe),2025-04-20,
[`4.15.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.5),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.5/gha-utils-linux-arm64.bin),2025-03-13,
[`4.15.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.5),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.5/gha-utils-linux-x64.bin),2025-03-13,
[`4.15.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.5),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.5/gha-utils-macos-arm64.bin),2025-03-13,
[`4.15.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.5),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.5/gha-utils-macos-x64.bin),2025-03-13,
[`4.15.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.5),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.5/gha-utils-windows-x64.exe),2025-03-13,
[`4.15.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.4),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.4/gha-utils-linux-arm64.bin),2025-03-13,
[`4.15.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.4),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.4/gha-utils-linux-x64.bin),2025-03-13,
[`4.15.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.4),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.4/gha-utils-macos-arm64.bin),2025-03-13,
[`4.15.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.4),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.4/gha-utils-macos-x64.bin),2025-03-13,
[`4.15.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.4),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.4/gha-utils-windows-x64.exe),2025-03-13,
[`4.15.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.3),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.3/gha-utils-linux-arm64.bin),2025-03-12,
[`4.15.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.3),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.3/gha-utils-linux-x64.bin),2025-03-12,
[`4.15.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.3),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.3/gha-utils-macos-arm64.bin),2025-03-12,
[`4.15.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.3),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.3/gha-utils-macos-x64.bin),2025-03-12,
[`4.15.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.3),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.3/gha-utils-windows-x64.exe),2025-03-12,
[`4.15.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.2),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.2/gha-utils-linux-arm64.bin),2025-03-12,
[`4.15.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.2),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.2/gha-utils-linux-x64.bin),2025-03-12,
[`4.15.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.2),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.2/gha-utils-macos-arm64.bin),2025-03-12,
[`4.15.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.2),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.2/gha-utils-macos-x64.bin),2025-03-12,
[`4.15.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.2),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.2/gha-utils-windows-x64.exe),2025-03-12,
[`4.15.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.1),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.1/gha-utils-linux-arm64.bin),2025-03-10,
[`4.15.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.1),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.1/gha-utils-linux-x64.bin),2025-03-10,
[`4.15.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.1),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.1/gha-utils-macos-arm64.bin),2025-03-10,
[`4.15.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.1),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.1/gha-utils-macos-x64.bin),2025-03-10,
[`4.15.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.1),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.1/gha-utils-windows-x64.exe),2025-03-10,
[`4.15.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.0/gha-utils-linux-arm64.bin),2025-03-05,
[`4.15.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.0/gha-utils-linux-x64.bin),2025-03-05,
[`4.15.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.0/gha-utils-macos-arm64.bin),2025-03-05,
[`4.15.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.0/gha-utils-macos-x64.bin),2025-03-05,
[`4.15.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.15.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.15.0/gha-utils-windows-x64.exe),2025-03-05,
[`4.14.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.14.2),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.14.2/gha-utils-linux-arm64.bin),2025-02-19,
[`4.14.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.14.2),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.14.2/gha-utils-linux-x64.bin),2025-02-19,
[`4.14.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.14.2),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.14.2/gha-utils-macos-arm64.bin),2025-02-19,
[`4.14.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.14.2),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.14.2/gha-utils-macos-x64.bin),2025-02-19,
[`4.14.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.14.2),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.14.2/gha-utils-windows-x64.exe),2025-02-19,
[`4.14.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.14.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.14.0/gha-utils-linux-arm64.bin),2025-02-15,
[`4.14.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.14.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.14.0/gha-utils-linux-x64.bin),2025-02-15,
[`4.14.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.14.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.14.0/gha-utils-macos-arm64.bin),2025-02-15,
[`4.14.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.14.0),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.14.0/gha-utils-macos-x64.bin),2025-02-15,
[`4.14.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.14.0),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.14.0/gha-utils-windows-x64.exe),2025-02-15,
[`4.13.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.4),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.4/gha-utils-linux-arm64.bin),2025-02-02,
[`4.13.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.4),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.4/gha-utils-linux-x64.bin),2025-02-02,
[`4.13.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.4),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.4/gha-utils-macos-arm64.bin),2025-02-02,
[`4.13.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.4),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.4/gha-utils-macos-x64.bin),2025-02-02,
[`4.13.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.4),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.4/gha-utils-windows-x64.exe),2025-02-02,
[`4.13.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.3),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.3/gha-utils-linux-arm64.bin),2025-01-29,
[`4.13.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.3),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.3/gha-utils-linux-x64.bin),2025-01-29,
[`4.13.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.3),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.3/gha-utils-macos-arm64.bin),2025-01-29,
[`4.13.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.3),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.3/gha-utils-macos-x64.bin),2025-01-29,
[`4.13.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.3),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.3/gha-utils-windows-x64.exe),2025-01-29,
[`4.13.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.2),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.2/gha-utils-linux-arm64.bin),2025-01-28,
[`4.13.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.2),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.2/gha-utils-linux-x64.bin),2025-01-28,
[`4.13.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.2),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.2/gha-utils-macos-arm64.bin),2025-01-28,
[`4.13.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.2),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.2/gha-utils-macos-x64.bin),2025-01-28,
[`4.13.2` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.2),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.2/gha-utils-windows-x64.exe),2025-01-28,
[`4.13.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.1),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.1/gha-utils-linux-arm64.bin),2025-01-28,
[`4.13.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.1),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.1/gha-utils-linux-x64.bin),2025-01-28,
[`4.13.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.1),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.1/gha-utils-macos-arm64.bin),2025-01-28,
[`4.13.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.1),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.1/gha-utils-macos-x64.bin),2025-01-28,
[`4.13.1` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.1),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.1/gha-utils-windows-x64.exe),2025-01-28,
[`4.13.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.0),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.0/gha-utils-linux-arm64.bin),2025-01-21,
[`4.13.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.0),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.0/gha-utils-linux-x64.bin),2025-01-21,
[`4.13.0` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.13.0),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.13.0/gha-utils-macos-arm64.bin),2025-01-21,
